,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,RiskPerformance
527,69.0,186.0,8.0,80.0,12.0,1.0,1.0,90.0,6.0,6.0,16.0,2.0,35.0,2.0,2.0,21.0,2.0,3.0,1.0,56.0,1.0
528,90.0,187.0,28.0,86.0,13.0,0.0,0.0,100.0,7.0,8.0,13.0,0.0,14.0,0.0,0.0,0.0,2.0,2.0,0.0,75.0,0.0
529,67.0,149.0,2.0,50.0,14.0,6.0,0.0,79.0,4.0,5.0,15.0,6.0,33.0,1.0,1.0,31.0,5.0,1.0,0.0,50.0,0.0
530,73.0,437.0,1.0,63.0,7.0,1.0,1.0,83.0,6.0,3.0,9.0,3.0,18.0,0.0,0.0,5.0,2.0,1.0,0.0,67.0,0.0
531,78.0,166.0,4.0,101.0,35.0,0.0,0.0,100.0,7.0,8.0,39.0,1.0,33.0,0.0,0.0,4.0,4.0,3.0,1.0,100.0,0.0
532,81.0,165.0,11.0,98.0,33.0,0.0,0.0,100.0,7.0,8.0,34.0,1.0,46.0,0.0,0.0,27.0,3.0,3.0,1.0,56.0,0.0
533,65.0,192.0,2.0,71.0,38.0,0.0,0.0,100.0,7.0,8.0,40.0,1.0,26.0,0.0,0.0,57.0,12.0,4.0,5.0,67.0,1.0
534,83.0,155.0,1.0,73.0,14.0,0.0,0.0,100.0,7.0,8.0,15.0,2.0,28.0,4.0,4.0,1.0,6.0,2.0,0.0,58.0,0.0
535,85.0,191.0,11.0,74.0,26.0,0.0,0.0,100.0,7.0,8.0,28.0,1.0,50.0,0.0,0.0,14.0,3.0,1.0,0.0,50.0,1.0
536,76.0,161.0,2.0,59.0,27.0,0.0,0.0,100.0,7.0,8.0,33.0,4.0,25.0,1.0,1.0,2.0,2.0,1.0,0.0,50.0,0.0
537,83.0,221.0,5.0,84.0,37.0,0.0,0.0,100.0,7.0,8.0,40.0,1.0,13.0,0.0,0.0,2.0,2.0,2.0,0.0,41.0,0.0
538,65.0,203.0,5.0,76.0,20.0,1.0,1.0,71.0,4.0,6.0,28.0,2.0,50.0,1.0,1.0,83.0,10.0,4.0,1.0,100.0,0.0
539,65.0,221.0,17.0,104.0,16.0,2.0,1.0,81.0,6.0,5.0,21.0,0.0,33.0,0.0,0.0,2.0,1.0,2.0,0.0,25.0,1.0
540,65.0,255.0,22.0,94.0,14.0,0.0,0.0,100.0,7.0,8.0,15.0,0.0,40.0,3.0,3.0,35.0,5.0,3.0,1.0,83.0,1.0
541,76.0,132.0,0.0,72.0,22.0,0.0,0.0,100.0,7.0,8.0,23.0,4.0,33.0,2.0,2.0,28.0,4.0,1.0,1.0,57.0,0.0
542,76.0,160.0,7.0,61.0,15.0,0.0,0.0,100.0,7.0,8.0,16.0,1.0,38.0,1.0,1.0,21.0,1.0,1.0,1.0,55.0,0.0
543,86.0,152.0,1.0,64.0,26.0,0.0,0.0,100.0,7.0,8.0,28.0,2.0,42.0,1.0,1.0,18.0,3.0,2.0,0.0,50.0,1.0
544,74.0,183.0,8.0,66.0,33.0,0.0,0.0,96.0,6.0,6.0,34.0,1.0,38.0,0.0,0.0,28.0,4.0,3.0,1.0,59.0,0.0
545,77.0,161.0,6.0,79.0,19.0,0.0,0.0,100.0,6.0,8.0,20.0,1.0,14.0,0.0,0.0,30.0,6.0,1.0,1.0,67.0,1.0
546,68.0,187.0,7.0,88.0,12.0,0.0,0.0,80.0,4.0,6.0,12.0,1.0,0.0,0.0,0.0,98.0,1.0,1.0,2.0,100.0,0.0
547,55.0,89.0,6.0,58.0,5.0,1.0,1.0,88.0,0.0,2.0,9.0,1.0,30.0,1.0,1.0,75.0,4.0,1.0,3.0,80.0,0.0
548,85.0,105.0,2.0,63.0,9.0,0.0,0.0,100.0,7.0,8.0,9.0,1.0,29.0,2.0,2.0,1.0,2.0,1.0,0.0,75.0,0.0
549,79.0,178.0,3.0,72.0,15.0,0.0,0.0,100.0,7.0,8.0,15.0,1.0,35.0,0.0,0.0,0.0,2.0,2.0,1.0,50.0,0.0
550,77.0,241.0,4.0,90.0,23.0,1.0,1.0,100.0,6.0,8.0,25.0,3.0,26.0,1.0,1.0,54.0,1.0,2.0,1.0,50.0,0.0
551,72.0,138.0,18.0,74.0,15.0,0.0,0.0,100.0,7.0,8.0,15.0,0.0,36.0,0.0,0.0,4.0,2.0,2.0,1.0,80.0,1.0
552,82.0,170.0,6.0,83.0,19.0,0.0,0.0,100.0,7.0,8.0,21.0,2.0,29.0,0.0,0.0,12.0,1.0,1.0,0.0,18.0,1.0
553,77.0,150.0,20.0,116.0,19.0,0.0,0.0,100.0,7.0,8.0,19.0,0.0,35.0,1.0,1.0,2.0,4.0,2.0,0.0,43.0,1.0
554,85.0,187.0,13.0,102.0,18.0,0.0,0.0,100.0,7.0,8.0,18.0,0.0,50.0,1.0,1.0,3.0,1.0,1.0,0.0,100.0,0.0
555,75.0,174.0,6.0,79.0,20.0,0.0,0.0,90.0,6.0,6.0,20.0,2.0,20.0,1.0,1.0,36.0,7.0,2.0,1.0,50.0,1.0
556,70.0,187.0,18.0,74.0,15.0,1.0,1.0,93.0,6.0,2.0,17.0,0.0,36.0,2.0,2.0,12.0,6.0,2.0,0.0,63.0,1.0
557,73.0,199.0,3.0,93.0,29.0,0.0,0.0,94.0,4.0,6.0,30.0,3.0,33.0,1.0,1.0,6.0,4.0,6.0,0.0,69.0,1.0
558,81.0,161.0,10.0,63.0,6.0,0.0,0.0,100.0,7.0,8.0,7.0,1.0,31.0,1.0,1.0,19.0,3.0,1.0,0.0,38.0,1.0
559,59.0,125.0,0.0,50.0,28.0,0.0,0.0,89.0,4.0,6.0,28.0,4.0,14.0,2.0,2.0,90.0,7.0,2.0,3.0,88.0,1.0
560,73.0,100.0,2.0,64.0,5.0,0.0,0.0,100.0,7.0,8.0,4.0,3.0,42.0,2.0,2.0,8.0,3.0,2.0,0.0,40.0,0.0
561,84.0,199.0,3.0,69.0,10.0,0.0,0.0,100.0,7.0,8.0,11.0,1.0,62.0,1.0,1.0,19.0,2.0,2.0,1.0,100.0,0.0
562,64.0,207.0,5.0,100.0,26.0,2.0,2.0,96.0,4.0,3.0,26.0,1.0,40.0,0.0,0.0,21.0,4.0,3.0,0.0,100.0,0.0
563,71.0,176.0,13.0,81.0,7.0,1.0,1.0,96.0,6.0,6.0,22.0,0.0,36.0,0.0,0.0,92.0,1.0,1.0,1.0,100.0,0.0
564,73.0,187.0,7.0,78.0,32.0,0.0,0.0,100.0,7.0,8.0,33.0,3.0,45.0,0.0,0.0,44.0,6.0,3.0,1.0,91.0,1.0
565,82.0,123.0,4.0,79.0,21.0,0.0,0.0,100.0,7.0,8.0,21.0,2.0,55.0,2.0,2.0,0.0,0.0,3.0,0.0,50.0,0.0
566,78.0,144.0,8.0,80.0,23.0,0.0,0.0,100.0,7.0,8.0,23.0,2.0,16.0,0.0,0.0,3.0,2.0,2.0,0.0,44.0,0.0
567,78.0,152.0,7.0,62.0,16.0,0.0,0.0,100.0,7.0,8.0,17.0,1.0,18.0,0.0,0.0,5.0,4.0,2.0,0.0,67.0,1.0
568,56.0,207.0,1.0,72.0,11.0,1.0,1.0,88.0,4.0,2.0,12.0,2.0,15.0,2.0,1.0,25.0,4.0,2.0,1.0,57.0,0.0
569,83.0,163.0,5.0,97.0,15.0,0.0,0.0,100.0,7.0,8.0,15.0,1.0,12.0,0.0,0.0,0.0,0.0,1.0,1.0,25.0,0.0
570,65.0,206.0,2.0,72.0,24.0,0.0,0.0,100.0,7.0,8.0,32.0,2.0,33.0,2.0,2.0,48.0,9.0,1.0,3.0,46.0,1.0
571,87.0,187.0,9.0,72.0,25.0,0.0,0.0,100.0,7.0,8.0,27.0,2.0,57.0,5.0,5.0,0.0,5.0,3.0,0.0,70.0,1.0
572,76.0,174.0,4.0,75.0,21.0,0.0,0.0,100.0,7.0,8.0,22.0,1.0,11.0,4.0,4.0,30.0,3.0,2.0,2.0,50.0,0.0
573,70.0,166.0,3.0,87.0,14.0,0.0,0.0,95.0,6.0,6.0,15.0,2.0,43.0,2.0,2.0,63.0,3.0,3.0,1.0,80.0,1.0
574,79.0,172.0,28.0,64.0,19.0,0.0,0.0,100.0,7.0,8.0,20.0,0.0,50.0,2.0,2.0,8.0,2.0,2.0,0.0,100.0,0.0
575,79.0,166.0,2.0,86.0,13.0,0.0,0.0,83.0,6.0,6.0,17.0,1.0,11.0,0.0,0.0,16.0,1.0,1.0,0.0,75.0,0.0
576,90.0,187.0,9.0,125.0,12.0,0.0,0.0,100.0,7.0,8.0,12.0,1.0,44.0,0.0,0.0,3.0,1.0,1.0,0.0,83.0,1.0
577,86.0,176.0,2.0,65.0,10.0,0.0,0.0,100.0,7.0,8.0,10.0,2.0,8.0,0.0,0.0,1.0,1.0,2.0,0.0,100.0,0.0
578,78.0,259.0,11.0,96.0,31.0,0.0,0.0,97.0,6.0,6.0,31.0,1.0,57.0,2.0,2.0,7.0,2.0,3.0,1.0,50.0,0.0
579,73.0,160.0,1.0,85.0,10.0,0.0,0.0,100.0,7.0,8.0,10.0,1.0,50.0,0.0,0.0,50.0,1.0,3.0,1.0,33.0,1.0
580,76.0,194.0,19.0,70.0,9.0,0.0,0.0,100.0,7.0,8.0,13.0,0.0,33.0,0.0,0.0,5.0,1.0,1.0,1.0,33.0,0.0
581,59.0,206.0,4.0,66.0,17.0,2.0,2.0,74.0,6.0,5.0,20.0,2.0,30.0,5.0,5.0,4.0,2.0,3.0,1.0,57.0,0.0
582,59.0,265.0,6.0,100.0,13.0,1.0,0.0,96.0,4.0,5.0,14.0,1.0,29.0,0.0,0.0,10.0,2.0,2.0,0.0,50.0,0.0
583,69.0,162.0,1.0,65.0,27.0,1.0,1.0,93.0,6.0,4.0,29.0,3.0,27.0,1.0,1.0,38.0,7.0,4.0,3.0,75.0,1.0
584,83.0,169.0,1.0,76.0,9.0,0.0,0.0,100.0,7.0,8.0,9.0,2.0,25.0,1.0,1.0,2.0,2.0,1.0,0.0,43.0,1.0
585,64.0,190.0,15.0,89.0,14.0,0.0,0.0,100.0,7.0,8.0,14.0,0.0,33.0,0.0,0.0,72.0,5.0,1.0,2.0,88.0,0.0
586,85.0,191.0,0.0,98.0,24.0,0.0,0.0,100.0,7.0,8.0,25.0,2.0,23.0,0.0,0.0,9.0,1.0,3.0,1.0,100.0,0.0
587,85.0,173.0,6.0,76.0,16.0,0.0,0.0,100.0,7.0,8.0,16.0,2.0,53.0,0.0,0.0,0.0,0.0,5.0,0.0,43.0,0.0
588,75.0,206.0,8.0,75.0,13.0,1.0,1.0,100.0,7.0,8.0,14.0,1.0,10.0,1.0,1.0,58.0,7.0,1.0,1.0,63.0,0.0
589,66.0,93.0,5.0,50.0,13.0,1.0,0.0,92.0,6.0,5.0,14.0,2.0,26.0,2.0,2.0,30.0,2.0,2.0,0.0,50.0,1.0
590,72.0,174.0,6.0,58.0,25.0,1.0,1.0,100.0,6.0,8.0,25.0,3.0,17.0,0.0,0.0,45.0,4.0,2.0,1.0,100.0,1.0
591,83.0,232.0,10.0,93.0,19.0,0.0,0.0,100.0,7.0,8.0,20.0,2.0,39.0,3.0,3.0,5.0,3.0,4.0,0.0,75.0,0.0
592,83.0,187.0,11.0,103.0,16.0,0.0,0.0,100.0,7.0,8.0,16.0,1.0,33.0,1.0,1.0,2.0,1.0,1.0,0.0,25.0,1.0
593,91.0,263.0,4.0,103.0,9.0,0.0,0.0,100.0,7.0,8.0,10.0,2.0,40.0,0.0,0.0,7.0,1.0,2.0,0.0,33.0,1.0
594,69.0,154.0,4.0,73.0,37.0,0.0,0.0,100.0,7.0,8.0,37.0,2.0,24.0,0.0,0.0,51.0,6.0,2.0,3.0,50.0,0.0
595,80.0,187.0,8.0,74.0,26.0,0.0,0.0,100.0,7.0,8.0,28.0,1.0,29.0,0.0,0.0,24.0,4.0,2.0,1.0,54.0,1.0
596,80.0,131.0,11.0,72.0,27.0,0.0,0.0,100.0,7.0,8.0,27.0,1.0,30.0,0.0,0.0,13.0,4.0,1.0,1.0,67.0,1.0
597,57.0,171.0,28.0,79.0,6.0,2.0,1.0,64.0,4.0,5.0,7.0,0.0,24.0,0.0,0.0,42.0,6.0,1.0,1.0,73.0,1.0
598,85.0,172.0,4.0,79.0,21.0,1.0,1.0,100.0,6.0,8.0,21.0,1.0,53.0,0.0,0.0,26.0,2.0,4.0,0.0,88.0,0.0
599,79.0,187.0,16.0,74.0,21.0,0.0,0.0,100.0,7.0,8.0,21.0,0.0,36.0,0.0,0.0,1.0,1.0,2.0,0.0,44.0,1.0
600,67.0,117.0,6.0,54.0,12.0,1.0,1.0,96.0,6.0,6.0,13.0,1.0,50.0,2.0,2.0,72.0,5.0,2.0,2.0,70.0,0.0
601,67.0,117.0,12.0,81.0,33.0,0.0,0.0,95.0,6.0,6.0,34.0,0.0,36.0,0.0,0.0,54.0,10.0,2.0,5.0,80.0,0.0
602,58.0,187.0,15.0,85.0,15.0,0.0,0.0,100.0,7.0,8.0,15.0,0.0,25.0,0.0,0.0,46.0,3.0,2.0,0.0,43.0,0.0
603,77.0,254.0,2.0,95.0,27.0,0.0,0.0,100.0,7.0,8.0,37.0,5.0,40.0,2.0,2.0,3.0,6.0,2.0,2.0,56.0,0.0
604,78.0,247.0,9.0,95.0,13.0,0.0,0.0,100.0,7.0,8.0,14.0,2.0,40.0,0.0,0.0,1.0,1.0,3.0,1.0,50.0,1.0
605,63.0,187.0,9.0,86.0,20.0,0.0,0.0,98.0,6.0,6.0,20.0,2.0,24.0,0.0,0.0,73.0,3.0,2.0,2.0,100.0,1.0
606,75.0,150.0,3.0,66.0,8.0,0.0,0.0,100.0,7.0,8.0,9.0,3.0,29.0,1.0,1.0,4.0,2.0,3.0,0.0,50.0,1.0
607,63.0,158.0,7.0,77.0,21.0,0.0,0.0,90.0,4.0,6.0,22.0,2.0,18.0,1.0,1.0,15.0,2.0,1.0,0.0,50.0,1.0
608,82.0,183.0,1.0,78.0,28.0,0.0,0.0,100.0,7.0,8.0,30.0,2.0,58.0,2.0,2.0,0.0,1.0,2.0,1.0,89.0,1.0
609,73.0,169.0,5.0,74.0,32.0,0.0,0.0,86.0,6.0,6.0,33.0,1.0,24.0,0.0,0.0,4.0,4.0,2.0,0.0,53.0,0.0
610,56.0,176.0,7.0,80.0,19.0,0.0,0.0,85.0,4.0,6.0,19.0,2.0,38.0,0.0,0.0,68.0,3.0,2.0,4.0,67.0,0.0
611,71.0,167.0,4.0,73.0,10.0,0.0,0.0,96.0,6.0,6.0,13.0,2.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,33.0,1.0
612,80.0,150.0,4.0,65.0,23.0,0.0,0.0,100.0,7.0,8.0,23.0,3.0,35.0,2.0,2.0,29.0,2.0,3.0,0.0,67.0,0.0
613,64.0,140.0,50.0,41.0,15.0,0.0,0.0,94.0,6.0,6.0,13.0,0.0,44.0,0.0,0.0,10.0,4.0,2.0,0.0,64.0,0.0
614,59.0,192.0,5.0,77.0,22.0,0.0,0.0,94.0,5.0,6.0,22.0,2.0,38.0,2.0,2.0,76.0,2.0,2.0,2.0,71.0,1.0
615,69.0,227.0,5.0,79.0,14.0,0.0,0.0,84.0,6.0,6.0,15.0,2.0,16.0,0.0,0.0,27.0,5.0,3.0,0.0,83.0,1.0
616,73.0,181.0,3.0,60.0,20.0,0.0,0.0,100.0,7.0,8.0,20.0,1.0,25.0,0.0,0.0,88.0,1.0,1.0,1.0,100.0,1.0
617,78.0,140.0,16.0,90.0,9.0,0.0,0.0,100.0,7.0,8.0,9.0,0.0,40.0,2.0,2.0,25.0,4.0,1.0,1.0,57.0,0.0
618,67.0,80.0,2.0,52.0,15.0,1.0,1.0,91.0,6.0,2.0,16.0,3.0,40.0,1.0,1.0,25.0,4.0,3.0,1.0,69.0,1.0
619,87.0,187.0,1.0,47.0,7.0,0.0,0.0,100.0,7.0,8.0,7.0,2.0,31.0,1.0,1.0,0.0,0.0,3.0,1.0,33.0,1.0
620,81.0,165.0,9.0,77.0,13.0,0.0,0.0,100.0,7.0,8.0,13.0,1.0,36.0,0.0,0.0,4.0,3.0,2.0,0.0,50.0,1.0
621,81.0,222.0,8.0,84.0,27.0,0.0,0.0,100.0,7.0,8.0,28.0,1.0,30.0,1.0,1.0,23.0,4.0,2.0,1.0,56.0,1.0
622,72.0,156.0,27.0,74.0,15.0,0.0,0.0,100.0,7.0,8.0,15.0,0.0,50.0,0.0,0.0,96.0,1.0,3.0,1.0,100.0,1.0
623,79.0,112.0,23.0,92.0,16.0,0.0,0.0,100.0,7.0,8.0,16.0,0.0,42.0,0.0,0.0,19.0,2.0,2.0,0.0,50.0,1.0
624,76.0,199.0,22.0,84.0,10.0,0.0,0.0,100.0,7.0,8.0,10.0,0.0,33.0,0.0,0.0,43.0,1.0,1.0,1.0,100.0,0.0
625,56.0,192.0,4.0,75.0,46.0,0.0,0.0,97.0,4.0,6.0,49.0,4.0,44.0,4.0,4.0,58.0,3.0,2.0,2.0,80.0,1.0
626,82.0,158.0,7.0,67.0,25.0,0.0,0.0,100.0,7.0,8.0,25.0,2.0,20.0,0.0,0.0,0.0,1.0,1.0,0.0,50.0,0.0
627,64.0,162.0,11.0,63.0,24.0,2.0,2.0,96.0,6.0,2.0,26.0,1.0,47.0,0.0,0.0,34.0,2.0,2.0,0.0,100.0,0.0
628,71.0,150.0,2.0,48.0,13.0,1.0,1.0,100.0,0.0,8.0,14.0,1.0,29.0,1.0,1.0,36.0,3.0,2.0,1.0,70.0,1.0
629,77.0,104.0,3.0,54.0,11.0,0.0,0.0,100.0,7.0,8.0,13.0,2.0,58.0,2.0,2.0,1.0,1.0,2.0,0.0,40.0,0.0
630,83.0,166.0,14.0,63.0,10.0,0.0,0.0,100.0,7.0,8.0,10.0,0.0,45.0,1.0,1.0,26.0,2.0,2.0,0.0,80.0,0.0
631,66.0,191.0,9.0,67.0,22.0,1.0,0.0,93.0,6.0,5.0,24.0,2.0,57.0,0.0,0.0,46.0,4.0,2.0,2.0,78.0,0.0
632,57.0,175.0,5.0,71.0,30.0,6.0,6.0,83.0,6.0,2.0,30.0,1.0,35.0,3.0,3.0,43.0,6.0,2.0,2.0,71.0,1.0
633,65.0,39.0,7.0,66.0,4.0,0.0,0.0,100.0,7.0,8.0,4.0,4.0,27.0,3.0,3.0,48.0,5.0,1.0,1.0,80.0,0.0
634,86.0,178.0,10.0,63.0,12.0,0.0,0.0,100.0,7.0,8.0,13.0,2.0,29.0,0.0,0.0,9.0,3.0,3.0,2.0,92.0,1.0
635,71.0,175.0,6.0,77.0,26.0,0.0,0.0,96.0,6.0,6.0,27.0,1.0,43.0,0.0,0.0,42.0,4.0,2.0,1.0,100.0,1.0
636,70.0,125.0,8.0,50.0,11.0,0.0,0.0,100.0,6.0,8.0,12.0,2.0,41.0,4.0,4.0,43.0,3.0,2.0,1.0,56.0,0.0
637,91.0,169.0,9.0,65.0,9.0,0.0,0.0,100.0,7.0,8.0,9.0,2.0,30.0,0.0,0.0,1.0,1.0,1.0,1.0,100.0,0.0
638,72.0,187.0,20.0,82.0,9.0,0.0,0.0,100.0,7.0,8.0,10.0,0.0,0.0,0.0,0.0,44.0,3.0,2.0,2.0,20.0,0.0
639,75.0,170.0,5.0,84.0,22.0,1.0,0.0,95.0,6.0,5.0,29.0,1.0,27.0,0.0,0.0,4.0,4.0,1.0,0.0,50.0,0.0
640,85.0,177.0,5.0,63.0,24.0,0.0,0.0,100.0,7.0,8.0,24.0,2.0,46.0,3.0,3.0,20.0,4.0,3.0,0.0,86.0,0.0
641,65.0,128.0,6.0,76.0,15.0,0.0,0.0,100.0,7.0,8.0,15.0,1.0,50.0,1.0,1.0,32.0,4.0,1.0,1.0,50.0,1.0
642,62.0,91.0,4.0,35.0,7.0,2.0,1.0,100.0,7.0,8.0,8.0,1.0,44.0,0.0,0.0,57.0,1.0,2.0,0.0,100.0,0.0
643,57.0,187.0,5.0,92.0,7.0,0.0,0.0,65.0,6.0,6.0,8.0,2.0,47.0,0.0,0.0,84.0,3.0,1.0,2.0,100.0,1.0
644,72.0,192.0,1.0,98.0,52.0,0.0,0.0,100.0,7.0,8.0,53.0,2.0,22.0,0.0,0.0,14.0,6.0,1.0,2.0,67.0,1.0
645,59.0,177.0,9.0,68.0,20.0,0.0,0.0,85.0,4.0,6.0,21.0,1.0,37.0,0.0,0.0,69.0,10.0,6.0,4.0,73.0,1.0
646,81.0,233.0,4.0,74.0,27.0,0.0,0.0,96.0,6.0,6.0,27.0,2.0,32.0,0.0,1.0,8.0,4.0,2.0,0.0,56.0,1.0
647,80.0,187.0,3.0,51.0,12.0,0.0,0.0,100.0,7.0,8.0,13.0,2.0,67.0,0.0,0.0,0.0,1.0,2.0,0.0,100.0,0.0
648,71.0,180.0,3.0,79.0,17.0,1.0,1.0,100.0,7.0,8.0,17.0,2.0,29.0,0.0,0.0,36.0,5.0,2.0,1.0,56.0,1.0
649,74.0,163.0,6.0,80.0,23.0,0.0,0.0,100.0,6.0,8.0,24.0,1.0,42.0,1.0,1.0,66.0,5.0,2.0,2.0,80.0,0.0
650,69.0,194.0,8.0,102.0,25.0,0.0,0.0,94.0,4.0,6.0,25.0,1.0,25.0,0.0,0.0,39.0,4.0,3.0,2.0,67.0,0.0
651,76.0,204.0,7.0,83.0,26.0,0.0,0.0,100.0,7.0,8.0,28.0,2.0,24.0,0.0,0.0,44.0,5.0,2.0,1.0,71.0,0.0
652,65.0,165.0,8.0,76.0,21.0,1.0,1.0,90.0,6.0,3.0,23.0,1.0,22.0,1.0,1.0,49.0,8.0,1.0,4.0,88.0,0.0
653,85.0,164.0,2.0,57.0,25.0,0.0,0.0,100.0,7.0,8.0,27.0,2.0,33.0,0.0,0.0,0.0,1.0,2.0,0.0,25.0,1.0
654,68.0,195.0,9.0,92.0,41.0,1.0,0.0,83.0,6.0,5.0,43.0,1.0,42.0,1.0,1.0,50.0,5.0,2.0,2.0,88.0,1.0
655,57.0,158.0,2.0,58.0,25.0,1.0,0.0,86.0,3.0,5.0,27.0,7.0,19.0,0.0,0.0,53.0,6.0,1.0,1.0,80.0,0.0
656,66.0,173.0,2.0,74.0,13.0,4.0,2.0,85.0,4.0,4.0,14.0,5.0,16.0,1.0,1.0,2.0,2.0,2.0,0.0,50.0,0.0
657,68.0,178.0,19.0,76.0,12.0,0.0,0.0,88.0,6.0,6.0,13.0,0.0,26.0,0.0,0.0,35.0,5.0,2.0,3.0,71.0,0.0
658,60.0,255.0,6.0,77.0,10.0,0.0,0.0,90.0,4.0,6.0,10.0,2.0,25.0,0.0,0.0,11.0,2.0,1.0,1.0,60.0,0.0
659,84.0,139.0,17.0,112.0,38.0,0.0,0.0,100.0,7.0,8.0,39.0,0.0,14.0,0.0,0.0,0.0,1.0,2.0,0.0,36.0,1.0
660,82.0,118.0,1.0,74.0,19.0,0.0,0.0,100.0,7.0,8.0,19.0,1.0,44.0,1.0,1.0,1.0,1.0,2.0,1.0,75.0,1.0
661,74.0,163.0,3.0,56.0,35.0,0.0,0.0,87.0,6.0,6.0,36.0,7.0,33.0,1.0,1.0,0.0,2.0,4.0,0.0,54.0,0.0
662,82.0,63.0,2.0,27.0,17.0,0.0,0.0,100.0,7.0,8.0,17.0,7.0,20.0,3.0,3.0,0.0,4.0,2.0,0.0,50.0,1.0
663,86.0,438.0,3.0,122.0,17.0,0.0,0.0,100.0,7.0,8.0,16.0,3.0,15.0,4.0,4.0,0.0,4.0,2.0,1.0,50.0,1.0
664,89.0,182.0,2.0,75.0,14.0,0.0,0.0,100.0,7.0,8.0,14.0,2.0,43.0,0.0,0.0,19.0,4.0,4.0,1.0,65.0,1.0
665,77.0,191.0,7.0,74.0,36.0,0.0,0.0,96.0,6.0,6.0,42.0,3.0,27.0,0.0,0.0,86.0,10.0,3.0,3.0,100.0,1.0
666,76.0,212.0,14.0,102.0,10.0,0.0,0.0,100.0,7.0,8.0,10.0,0.0,32.0,0.0,0.0,5.0,4.0,2.0,0.0,50.0,0.0
667,83.0,168.0,1.0,79.0,21.0,0.0,0.0,100.0,7.0,8.0,21.0,1.0,13.0,1.0,1.0,2.0,2.0,1.0,0.0,50.0,1.0
668,64.0,174.0,3.0,83.0,31.0,1.0,1.0,100.0,6.0,8.0,33.0,4.0,44.0,6.0,5.0,51.0,4.0,3.0,1.0,83.0,0.0
669,73.0,221.0,12.0,91.0,20.0,0.0,0.0,94.0,6.0,6.0,22.0,0.0,13.0,0.0,0.0,6.0,3.0,1.0,0.0,75.0,1.0
670,61.0,180.0,7.0,84.0,13.0,0.0,0.0,89.0,4.0,6.0,14.0,2.0,43.0,0.0,0.0,62.0,5.0,2.0,0.0,78.0,1.0
671,76.0,141.0,4.0,61.0,14.0,0.0,0.0,92.0,4.0,6.0,15.0,1.0,57.0,2.0,2.0,74.0,4.0,2.0,1.0,100.0,1.0
672,81.0,93.0,14.0,40.0,8.0,0.0,0.0,100.0,7.0,8.0,8.0,0.0,50.0,1.0,1.0,9.0,2.0,2.0,0.0,100.0,0.0
673,66.0,134.0,3.0,63.0,15.0,0.0,0.0,73.0,6.0,6.0,17.0,2.0,13.0,1.0,1.0,51.0,2.0,2.0,0.0,67.0,1.0
674,76.0,138.0,6.0,46.0,7.0,0.0,0.0,100.0,7.0,8.0,8.0,1.0,11.0,3.0,3.0,54.0,3.0,1.0,1.0,33.0,1.0
675,63.0,172.0,8.0,71.0,33.0,2.0,2.0,97.0,6.0,5.0,34.0,2.0,50.0,0.0,0.0,33.0,2.0,2.0,0.0,60.0,0.0
676,91.0,190.0,7.0,86.0,10.0,0.0,0.0,100.0,7.0,8.0,11.0,1.0,30.0,1.0,1.0,6.0,1.0,1.0,0.0,50.0,0.0
677,86.0,51.0,12.0,48.0,8.0,0.0,0.0,100.0,7.0,8.0,8.0,0.0,20.0,0.0,0.0,13.0,1.0,1.0,0.0,38.0,0.0
678,64.0,140.0,4.0,74.0,41.0,0.0,0.0,96.0,6.0,6.0,43.0,2.0,44.0,0.0,0.0,85.0,10.0,4.0,2.0,90.0,0.0
679,81.0,206.0,2.0,98.0,29.0,0.0,0.0,100.0,7.0,8.0,31.0,2.0,38.0,0.0,0.0,3.0,3.0,2.0,0.0,33.0,1.0
680,78.0,163.0,2.0,56.0,18.0,0.0,0.0,100.0,7.0,8.0,19.0,4.0,36.0,3.0,3.0,71.0,6.0,2.0,1.0,100.0,0.0
681,71.0,178.0,17.0,89.0,24.0,0.0,0.0,96.0,4.0,6.0,24.0,0.0,29.0,0.0,0.0,10.0,1.0,1.0,0.0,23.0,1.0
682,77.0,187.0,13.0,90.0,25.0,0.0,0.0,100.0,7.0,8.0,25.0,0.0,43.0,0.0,0.0,0.0,0.0,3.0,0.0,33.0,0.0
683,68.0,170.0,23.0,82.0,27.0,1.0,0.0,82.0,3.0,5.0,30.0,0.0,57.0,2.0,2.0,40.0,4.0,2.0,1.0,68.0,0.0
684,62.0,132.0,1.0,55.0,20.0,0.0,0.0,97.0,6.0,6.0,20.0,7.0,39.0,1.0,1.0,78.0,7.0,4.0,2.0,84.0,0.0
685,84.0,187.0,13.0,66.0,17.0,0.0,0.0,92.0,6.0,6.0,17.0,1.0,24.0,3.0,3.0,0.0,0.0,2.0,0.0,60.0,0.0
